region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes,
Asia,China,General,Caixin,https://www.caixinglobal.com,ZHEN,Business and investigative news,Independent constrained,Website,,no,5,5,4,4,4,3,4,4,"Chinaís strongest professional business and investigative outlet within political constraints; especially valuable for finance, corporate affairs, regulation, technology, economy, and policy.",
Asia,China,General,ChinaFile,https://www.chinafile.com,EN,Independent analysis and journalism,Independent external,Website,,no,5,5,4,5,5,5,5,4.9,"High-value analysis, translation, data, reporting, and expert commentary on China politics, society, technology, economy, security, environment, and foreign affairs.",
Asia,China,General,The Paper Pengpai,https://www.thepaper.cn,ZH,State-affiliated digital news,State-affiliated,Website,,no,3,3,5,3,3,4,3,3.4,"Shanghai state-media digital outlet with rapid domestic reporting and useful public-policy, legal, social, and official narrative coverage within Party-state limits.",
Asia,China,General,Sixth Tone,https://www.sixthtone.com,EN,State-affiliated English media,State-affiliated,Website,,no,3,4,4,3,3,5,4,3.7,"English-language feature outlet affiliated with state media; useful for social trends, technology, culture, public-policy messaging, and officially permitted domestic narratives.",
Asia,China,General,China Digital Times,https://chinadigitaltimes.net,ZHEN,Independent external media monitor,Independent external,Website,,no,5,5,4,5,5,5,5,4.9,"Exceptional archive and analysis of censorship directives, propaganda, online discourse, deleted content, Chinese civil society, and information control.",
Asia,China,General,China Media Project,https://chinamediaproject.org,EN,Media and propaganda analysis,Independent external,Website,,no,5,5,4,5,5,5,5,4.9,"High-value analysis of CCP propaganda, media policy, political language, censorship, state narratives, and Chinese information operations.",
Asia,China,General,China Fact Check,https://chinafactcheck.com,ZHEN,Fact-checking initiative,Independent external,Website,,no,4,4,3,5,4,4,4,4,Volunteer-led independent fact-checking initiative focused on international news and Chinese-language audiences; assess publication continuity and source methods. Government-led piyao remains dominant domestically. [187],
Asia,China,General,China Anti-Rumor Platform Piyao,https://www.piyao.org.cn,ZH,Government fact-checking portal,State official,Website,,no,2,3,5,3,2,4,2,3,"State-linked rumor-control platform; useful as a record of Party-state misinformation priorities and official framing, not independent fact verification.",
Asia,China,Security,China Aerospace Studies Institute CASI,https://www.airuniversity.af.edu/CASI,EN,PLA and aerospace research,Independent external,Website,,yes,5,5,3,5,5,5,5,4.7,"US Air Forceñaffiliated research and translations on PLA Air Force, aerospace, doctrine, military modernization, defense industry, and official Chinese sources.",
Asia,China,Security,ChinaPower CSIS,https://chinapower.csis.org,EN,Security data and analysis project,Independent external,Website,,yes,5,5,4,5,5,5,5,4.9,"High-value data visualizations and analysis on PLA modernization, military power, maritime claims, economy, politics, Belt and Road, and regional security.",
Asia,China,Security,China Aerospace Studies Institute CASI Bulletin,https://www.airuniversity.af.edu/CASI,EN,Defense analysis and translation,Independent external,Website,,yes,5,5,3,5,5,5,5,4.7,"See CASI institutional entry; use specific translated PLA, aerospace, doctrinal, procurement, and research material rather than duplicate rows.",
Asia,China,Security,Research Project on Chinaís Defence Affairs RCDA,https://rcdatw.org,ZHEN,PLA research collective,Independent external,Website,,yes,5,5,4,5,5,5,5,4.9,"Taiwan-based specialist research on PLA organization, operations, exercises, force modernization, gray-zone activity, and Chinese military affairs.",
Asia,China,Security,Peopleís Liberation Army Daily,https://www.81.cn,ZH,PLA newspaper,State media,Website,,no,3,5,5,3,3,3,3,3.6,"Authoritative PLA messaging on doctrine, exercises, political education, mobilization, arms, force structure, strategy, and military propaganda.",
Asia,China,Security,Ministry of National Defense PRC,https://www.mod.gov.cn,ZHEN,Official defense ministry,State official,Website,,no,3,5,4,4,4,4,2,3.7,"Primary official press conferences, defense white papers, military diplomacy, exercises, procurement claims, force messaging, and Party-state defense positions.",
Asia,China,Security,China Maritime Safety Administration,https://www.msa.gov.cn,ZH,Maritime safety authority,State official,Website,,yes,4,5,5,5,5,3,2,4.1,"Primary navigational warnings, military exercise notices, maritime restrictions, shipping safety, port, vessel, and coastal regulatory information.",
Asia,China,Security,China Labour Bulletin Strike Map,https://clb.org.hk,ENZH,Labor-rights and strike dataset,Independent external,Website,,yes,5,5,4,5,5,5,4,4.7,"Structured independent data and reporting on strikes, labor unrest, workersí rights, factories, social conflict, and Chinese labor conditions.",
Asia,China,Security,GreatFire,https://en.greatfire.org,ENZH,Censorship monitoring data,Independent external,Website,,yes,5,5,4,5,5,5,4,4.7,"Tracks censorship, website blocking, app interference, Great Firewall behavior, online repression, and information-control patterns.",
Asia,China,Economic,Peopleís Bank of China PBOC,https://www.pbc.gov.cn,ZHEN,Central bank,State official,Website,,yes,4,4,4,4,5,4,2,3.9,"Primary monetary, banking, payments, exchange, reserves, credit, financial stability, and policy information; institutional and political context remains important.",
Asia,China,Economic,National Bureau of Statistics NBS China,https://www.stats.gov.cn,ZHEN,National statistics agency,State official,Website,,yes,3,5,4,3,4,4,2,3.6,"Official population, labor, price, trade, production, property, household, social, and national-account data; methodology and political incentives require triangulation.",
Asia,China,Economic,National Enterprise Credit Information Publicity System,https://www.gsxt.gov.cn,ZH,Company registry,State official,Website,,yes,4,5,4,4,5,3,1,3.7,"Primary corporate registration, legal representative, shareholder, administrative sanction, annual-report, and business information; access and search consistency vary.",
Asia,China,Economic,China Government Procurement Network,https://www.ccgp.gov.cn,ZH,National procurement database,State official,Website,,yes,4,5,5,4,5,3,1,3.9,"Primary public procurement notices, tenders, contracts, suppliers, government purchasing, and budget-related contracting information.",
Asia,China,Economic,National Development and Reform Commission NDRC,https://www.ndrc.gov.cn,ZHEN,Planning and economic policy authority,State official,Website,,yes,3,5,4,4,4,4,4,4,"Primary Five-Year Plan, industrial policy, infrastructure, energy, macroeconomic, regional development, pricing, and state planning documentation.",
Asia,China,Economic,Ministry of Finance PRC,https://www.mof.gov.cn,ZHEN,Finance ministry,State official,Website,,yes,3,4,4,4,4,4,2,3.6,"Primary budget, fiscal policy, taxation, local-government finance, government debt, public finance, and official economic-program information.",
Asia,China,Economic,Wind Information,https://www.wind.com.cn,ZHEN,Financial data platform,Industry,Website,,yes,5,5,5,4,5,2,4,4.3,"High-value financial, corporate, market, macroeconomic, bond, equity, and regulatory data platform; commercial access required.",
Asia,China,Political,National Peopleís Congress NPC,https://www.npc.gov.cn,ZHEN,National legislature,State official,Website,,yes,3,4,4,4,4,4,1,3.4,"Official laws, legislative plans, sessions, reports, State Council work reports, party-state policy, and formal institutional material.",
Asia,China,Political,National Government Legal Information Database,https://flk.npc.gov.cn,ZH,Official legal repository,State official,Website,,yes,5,5,5,5,5,3,1,4.1,"Authoritative searchable laws, regulations, legal interpretations, normative documents, and formal legal acts.",
Asia,China,Political,National Supervisory Commission,https://www.ccdi.gov.cn,ZH,Anti-corruption and discipline authority,State official,Website,,yes,3,5,5,3,3,4,3,3.7,"Primary CCDI/National Supervisory Commission case announcements, party discipline, anti-corruption campaigns, elite signaling, and official accountability narrative.",
Asia,China,Political,China Judgments Online Archive,https://wenshu.court.gov.cn,ZH,Court judgment database,State official,Website,,yes,4,5,3,4,5,3,3,3.9,"Official judicial judgment archive; availability, removal practices, and political case exclusions should be tracked.",
Asia,China,Societal,Stanford DigiChina,https://digichina.stanford.edu,ENZH,Tech-policy translation and analysis,Independent external,Website,,yes,5,5,3,5,5,5,5,4.7,"Exceptional translation and analysis of Chinese technology, data, AI, cybersecurity, platform, surveillance, and digital-governance policy.",
Asia,China,Societal,Made in China Journal,https://madeinchinajournal.com,EN,Academic labor and society journal,Independent external,Website,,no,5,5,3,5,5,5,5,4.7,"Open-access scholarship and analysis on Chinese labor, civil society, development, environmental politics, state-society relations, and social movements.",
Asia,China,Social media,Peopleís Daily Weibo,https://weibo.com/people,ZH,Party newspaper account,State media,Social media,Weibo,no,2,4,5,3,2,3,2,3,"High-value official propaganda and agenda-setting signal source; use for CCP messaging, not independent confirmation.",
Asia,Japan,General,Nikkei Asia,https://asia.nikkei.com,JAEN,Business and policy news,Independent,Website,,no,5,5,4,4,4,3,5,4.1,"High-value business, economy, technology, corporate, trade, security, regional, and public-policy reporting; paywall limits access.",
Asia,Japan,General,The Asahi Shimbun,https://www.asahi.com,JAEN,Daily newspaper,Independent,Website,,no,5,4,4,4,4,3,4,4,"Leading daily with politics, security, society, history, business, courts, public policy, and investigative reporting.",
Asia,Japan,General,Mainichi Shimbun,https://mainichi.jp,JAEN,Daily newspaper,Independent,Website,,no,4,4,4,4,4,3,4,3.9,"National daily with public affairs, politics, society, business, environment, security, and investigative reporting.",
Asia,Japan,General,NHK News,https://www3.nhk.or.jp,JAEN,Public broadcaster,Public broadcaster,Website,,no,5,4,5,5,4,5,3,4.4,"Public broadcaster with broad domestic, regional, security, disaster, economics, politics, and international coverage.",
Asia,Japan,General,SlowNews,https://slownews.com,JA,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,5,4.4,"Independent long-form investigations on politics, government, public records, social issues, technology, business, and systemic problems.",
Asia,Japan,General,Japan Fact-check Center JFC,https://www.factcheckcenter.jp,JA,Fact-checking organization,Independent,Website,,no,5,4,4,5,5,5,4,4.6,"Independent Japanese fact checker verifying political claims, misinformation, public policy, viral content, media accuracy, and social narratives.",
Asia,Japan,Security,National Institute for Defense Studies NIDS,https://www.nids.mod.go.jp,JAEN,Defense research institute,State-affiliated,Website,,yes,5,5,3,5,5,5,5,4.7,"Rigorous research and annual East Asian Strategic Review covering Japan, China, North Korea, Russia, military affairs, alliance policy, and regional security.",
Asia,Japan,Security,Ministry of Defense Japan,https://www.mod.go.jp,JAEN,Official defense ministry,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Primary defense white papers, budget, procurement, Self-Defense Forces, China/North Korea/Russia assessments, operations, and security policy.",
Asia,Japan,Security,Japan Coast Guard,https://www.kaiho.mlit.go.jp,JAEN,Maritime security authority,State official,Website,,yes,5,5,5,5,5,5,3,4.7,"Primary maritime incidents, Chinese Coast Guard activity, SAR, fisheries, territorial waters, piracy, vessel safety, and operational data.",
Asia,Japan,Security,National Police Agency Japan,https://www.npa.go.jp,JAEN,National police and security authority,State official,Website,,yes,4,5,5,5,5,4,2,4.3,"Primary crime, cybercrime, terrorism, public safety, police, organized crime, and security statistics.",
Asia,Japan,Economic,Bank of Japan,https://www.boj.or.jp,JAEN,Central bank,State official,Website,,yes,5,5,4,5,5,5,3,4.6,"Primary monetary, banking, exchange, payments, inflation, financial stability, macroeconomic, and policy data.",
Asia,Japan,Economic,Statistics Bureau Japan,https://www.stat.go.jp,JAEN,National statistics agency,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Authoritative population, labor, prices, trade, household, production, business, demographic, social, and national-account data.",
Asia,Japan,Economic,e-Stat Japan,https://www.e-stat.go.jp,JAEN,National statistics and open-data portal,State official,Website,,yes,5,5,4,5,5,5,1,4.1,"Highly usable official statistics catalog, APIs, government datasets, census data, ministry data, and public information.",
Asia,Japan,Economic,National Tax Agency Corporate Number System,https://www.houjin-bangou.nta.go.jp,JAEN,Company registry,State official,Website,,yes,5,5,4,5,5,5,1,4.3,"Primary legal entity, corporate number, registration, business identity, and company record source.",
Asia,Japan,Political,Government Electronic Procurement System GEPS,https://www.geps.go.jp,JA,National procurement database,State official,Website,,yes,5,5,5,5,5,4,1,4.3,"Primary central-government tender, award, contract, supplier, procurement notice, and public purchasing information.",
Asia,Japan,Political,National Diet Library Diet Records,https://www.ndl.go.jp,JAEN,Legislative and archival repository,State official,Website,,yes,5,5,4,5,5,5,4,4.6,"High-value legislative records, Diet minutes, bills, historical documents, policy archives, legal material, and parliamentary data.",
Asia,Japan,Political,Ministry of Internal Affairs Elections,https://www.soumu.go.jp,JA,Electoral authority,State official,Website,,yes,5,5,5,5,5,4,1,4.3,"Primary election results, political parties, voter information, campaign regulations, local and national electoral administration.",
Asia,Japan,Political,e-Gov Law Search,https://elaws.e-gov.go.jp,JAEN,Official legal repository,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Authoritative searchable laws, regulations, cabinet orders, legal acts, and consolidated legislation.",
Asia,Japan,Political,Board of Audit Japan,https://www.jbaudit.go.jp,JAEN,National audit institution,State official,Website,,yes,5,5,3,5,5,5,4,4.6,"High-quality audits of public spending, procurement, ministries, defense, state entities, programs, and accountability.",
Asia,Japan,Political,Transparency International Japan,https://www.ti-j.org,JA,Anti-corruption watchdog,Independent,Website,,no,5,4,3,5,5,4,4,4.3,"Independent integrity, corruption, procurement, lobbying, public accountability, corporate ethics, and transparency work.",
Asia,Japan,Societal,Asahi Shimbun Opinion Poll,https://www.asahi.com,JA,Pollster and media survey,Independent,Website,,yes,4,4,4,4,4,3,3,3.7,"Long-running national political and public-opinion polling; inspect sampling, methodology, field dates, and question wording.",
Asia,Japan,Social media,Japan Fact-check Center X,https://x.com/factcheck_jfc,JA,Fact-checking account,Independent,Social media,X,no,5,3,5,5,4,5,3,4.3,"Rapid public-claim, social-media misinformation, media literacy, election, and verification alerts; cite full reports.",
Asia,Mongolia,General,The Diplomat Mongolia Coverage,https://thediplomat.com,EN,Independent external analysis,Independent external,Website,,no,5,4,4,5,4,5,4,4.3,"Useful external analysis of Mongolian politics, China/Russia balancing, mining, democracy, security, economics, and regional affairs.",
Asia,Mongolia,General,Ikon.mn,https://ikon.mn,MN,Independent digital news,Independent,Website,,no,4,4,5,4,3,5,3,4,"High-reach independent Mongolian outlet with rapid politics, economy, society, public policy, elections, and local reporting.",
Asia,Mongolia,General,Unuudur,https://unuudur.mn,MN,Independent newspaper,Independent,Website,,no,4,4,4,4,3,4,3,3.7,"National newspaper with politics, business, public policy, mining, society, courts, and investigative coverage.",
Asia,Mongolia,General,FactCheck Mongolia,https://factcheck.mn,MN,Fact-checking organization,Independent,Website,,no,5,4,4,5,5,5,4,4.6,"Independent Mongolian verification of political claims, election misinformation, public-health rumors, manipulated media, and online narratives.",
Asia,Mongolia,Security,Open Society Forum Mongolia,https://forum.mn,MNEN,Governance and policy think tank,Independent,Website,,yes,5,4,3,5,5,4,5,4.4,"Independent research on governance, law, transparency, mining, democracy, public finance, rights, security, and civic participation.",
Asia,Mongolia,Security,Armed Forces of Mongolia,https://mod.gov.mn,MNEN,Official defense ministry,State official,Website,,yes,4,4,4,5,5,4,2,4,"Primary defense policy, armed forces, peacekeeping, Russia/China relations, procurement, security, and official military information.",
Asia,Mongolia,Economic,Bank of Mongolia,https://www.mongolbank.mn,MNEN,Central bank,State official,Website,,yes,5,5,4,5,5,5,3,4.6,"Primary monetary, banking, exchange, inflation, reserves, financial stability, mining-linked macroeconomy, and economic data.",
Asia,Mongolia,Economic,National Statistics Office Mongolia,https://www.1212.mn,MNEN,National statistics agency,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Authoritative population, labor, prices, trade, livestock, mining, household, production, social, demographic, and national-account data.",
Asia,Mongolia,Economic,Mongolia Open Data Portal,https://opendata.gov.mn,MNEN,National open-data portal,State official,Website,,yes,4,5,4,5,5,5,1,4.1,"National catalog of public datasets, APIs, public finance, local government, statistics, administrative, and government records.",
Asia,Mongolia,Economic,General Department of Taxation Business Registry,https://burtgel.gov.mn,MN,Company registry,State official,Website,,yes,4,5,4,5,5,4,1,4,"Primary legal entity, company, taxpayer, corporate, business, registration, and ownership-related information.",
Asia,Mongolia,Political,Mongolian Public Procurement Portal,https://tender.gov.mn,MNEN,National procurement database,State official,Website,,yes,5,5,5,5,5,4,1,4.3,"Primary tender, award, supplier, contract, procurement plan, public purchasing, and government contracting data. Mongoliaís open datasets have supported analyses of suppliers and links to officials. [184]",
Asia,Mongolia,Political,State Great Khural,https://www.parliament.mn,MNEN,National legislature,State official,Website,,yes,4,5,4,4,5,4,1,3.9,"Official bills, laws, debates, committees, votes, members, parliamentary questions, and legislative activity.",
Asia,Mongolia,Political,General Election Commission Mongolia,https://gec.gov.mn,MNEN,Electoral authority,State official,Website,,yes,4,5,5,4,5,4,1,4,"Primary voter, candidates, parties, election results, referendum, boundaries, electoral calendar, and administration.",
Asia,Mongolia,Political,Legal Information Integrated System,https://legalinfo.mn,MNEN,Official legal repository,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Authoritative laws, regulations, decrees, official notices, court material, and consolidated legal information.",
Asia,Mongolia,Political,National Audit Office Mongolia,https://audit.mn,MNEN,National audit institution,State official,Website,,yes,5,5,3,5,5,4,3,4.3,"Primary audit, public finance, procurement, mining revenues, public expenditure, state entities, and accountability reports.",
Asia,Mongolia,Political,Transparency International Mongolia,https://transparency.mn,MNEN,Anti-corruption watchdog,Independent,Website,,yes,5,4,3,5,5,4,4,4.3,"Independent monitoring of corruption, mining, procurement, public integrity, political finance, governance, and accountability.",
Asia,Mongolia,Societal,Sant Maral Foundation,https://santmaral.mn,MNEN,Pollster,Independent,Website,,yes,5,4,4,5,5,4,4,4.4,"Leading independent public-opinion research organization on elections, democracy, society, governance, political attitudes, and public policy.",
Asia,Mongolia,Social media,Ikon.mn X,https://x.com/ikonnews,MN,Newsroom account,Independent,Social media,X,no,4,3,5,4,2,5,2,3.6,"Rapid Mongolian politics, economy, public-policy, election, and current-affairs alerts; cite full reporting.",
Asia,North Korea,General,NK News,https://www.nknews.org,EN,Specialist news and analysis,Independent external,Website,,no,5,5,4,5,4,3,5,4.4,"Leading specialist outlet on North Korea politics, elite signals, military, sanctions, economy, imagery, diplomacy, society, and in-country reporting; much material is paywalled.",
Asia,North Korea,General,Daily NK,https://www.dailynk.com,KOEN,Specialist news with in-country sources,Independent external,Website,,no,4,5,4,4,3,4,4,4,"Seoul-based outlet with clandestine in-country source networks, covering markets, society, politics, security, sanctions, and internal developments; corroborate source-based claims.",
Asia,North Korea,General,Radio Free Asia Korean Service,https://www.rfa.org/korean,KO,Independent external broadcaster,Independent external,Website,,no,4,4,4,5,4,5,3,4.1,"Korean-language reporting on North Korean society, markets, repression, military, defectors, diplomacy, sanctions, and source-driven internal developments.",
Asia,North Korea,General,NK Pro,https://www.nkpro.org,EN,Commercial specialist analysis,Independent external,Website,,no,5,5,4,5,5,2,5,4.4,"Commercial specialist analysis and datasets on North Korea leadership, economy, trade, sanctions, military, construction, state media, and policy.",
Asia,North Korea,General,North Korea News Database NK News,https://www.nknews.org,EN,News and analysis database,Independent external,Website,,yes,5,5,4,5,5,2,4,4.3,Structured archive of specialist North Korea reporting; use institution-level entry rather than duplicating individual subscription products.,
Asia,North Korea,General,38 North,https://www.38north.org,EN,Research and analysis,Independent external,Website,,yes,5,5,3,5,5,5,5,4.7,"High-value expert analysis, satellite imagery, nuclear, missile, political, economic, military, and diplomatic research. North Korea OSINT relies on repeatable public/commercial data methods. [183]",
Asia,North Korea,Security,Beyond Parallel CSIS,https://beyondparallel.csis.org,EN,North Korea security and imagery project,Independent external,Website,,yes,5,5,4,5,5,5,5,4.9,"World-leading analysis of North Korean missile bases, facilities, border trade, satellite imagery, military infrastructure, nuclear sites, and strategic security.",
Asia,North Korea,Security,North Korean Economy Watch,https://www.nkeconwatch.com,EN,Economic and satellite monitoring,Independent external,Website,,yes,5,5,3,5,5,5,5,4.7,"High-value OSINT and document-based analysis of North Korean economy, infrastructure, trade, markets, development, sanctions, state projects, and political economy.",
Asia,North Korea,Security,38 North Digital Atlas,https://www.38north.org,EN,Satellite and geospatial analysis,Independent external,Website,,yes,5,5,4,5,5,5,5,4.9,"Geospatial analysis of nuclear, missile, military, industrial, border, maritime, and infrastructure activity; verify interpretations against imagery and methodology.",
Asia,North Korea,Security,Korea Institute for Defense Analyses KIDA,https://www.kida.re.kr,KOEN,Defense research institute,State-affiliated,Website,,no,5,5,3,5,5,4,5,4.6,"South Korean defense research and analysis relevant to North Koreaís military, nuclear, missile, force development, deterrence, and Korean Peninsula security.",
Asia,North Korea,Security,Korean Central News Agency KCNA,https://kcnawatch.org,KOEN,State news agency,State media,Website,,no,2,5,5,2,2,4,3,3.3,"Primary DPRK elite, military, nuclear, missile, diplomatic, ideological, economic, and regime messaging source; use as official framing.",
Asia,North Korea,Security,Ministry of National Defence DPRK,https://kcna.kp,KO,State defense messaging,State official,Website,,no,1,4,4,1,1,2,1,2,"Official DPRK military claims, doctrine, exercises, missile language, strategic policy, and propaganda; corroborate all factual assertions.",
Asia,North Korea,Economic,Bank of Korea North Korea Estimates,https://www.bok.or.kr,KOEN,External official economic estimates,Independent external,Website,,yes,4,5,2,5,4,5,4,4.1,"Bank of Korea estimates of North Korean growth, trade, industrial output, and national accounts; valuable but model-based rather than DPRK-published data.",
Asia,North Korea,Economic,UN Comtrade DPRK Trade Data,https://comtradeplus.un.org,EN,International trade dataset,International official,Website,,yes,4,5,3,5,5,5,2,4,"Mirror trade and reporting-partner data useful for North Korean trade, sanctions, commodity, partner, and supply-chain analysis; incomplete and subject to evasion.",
Asia,North Korea,Economic,DPRK Central Bureau of Statistics,https://www.naenara.com.kp,KO,State statistics source,State official,Website,,no,1,3,1,1,1,1,1,1.3,"Very limited official statistical material, useful chiefly as a formal record of DPRK-released claims and economic framing.",
Asia,North Korea,Political,Naenara,https://www.naenara.com.kp,KO,State portal,State media,Website,,no,1,3,4,1,1,2,1,1.9,"Official DPRK web portal with laws, propaganda, government claims, official documents, cultural material, and state narrative; minimal independent evidentiary value.",
Asia,North Korea,Political,Korean Friendship Association Archive,https://korea-dpr.com,EN,External regime messaging archive,State-aligned,Website,,no,1,3,3,1,1,3,1,1.9,"Archive of DPRK-friendly messaging useful for propaganda, ideological narrative, and foreign-support network monitoring, not factual validation.",
Asia,North Korea,Political,NK Pro Leadership Tracker,https://www.nkpro.org,EN,Leadership and elite dataset,Independent external,Website,,yes,5,5,4,5,5,2,5,4.4,"Commercial structured data on elite personnel, appointments, events, state media, and leadership networks; subscription access required.",
Asia,North Korea,Societal,Database Center for North Korean Human Rights NKDB,https://www.nkdb.org,KOEN,Rights database,Independent external,Website,,yes,5,5,3,5,5,4,5,4.6,"Structured testimony, detention, rights, disappearances, prison camp, and North Korean human-rights documentation database.",
Asia,North Korea,Societal,NKDB North Korea Political Prison Camp Database,https://www.nkdb.org,KOEN,Rights dataset,Independent external,Website,,yes,5,5,3,5,5,4,5,4.6,"Use the consolidated NKDB entry rather than duplicate rows; particularly useful for detainee, camp, and rights documentation.",
Asia,North Korea,Social media,38 North X,https://x.com/38NorthNK,EN,North Korea research account,Independent external,Social media,X,no,5,3,4,5,3,5,3,4,"Rapid satellite, nuclear, missile, military, political, and analytical updates; cite full reports and image methodology.",
Asia,South Korea,General,The Hankyoreh,https://english.hani.co.kr,KOEN,Daily newspaper,Independent,Website,,no,5,4,4,4,4,4,4,4,"Independent progressive daily with strong investigations, politics, rights, labor, security, economy, society, and regional reporting.",
Asia,South Korea,General,Korea JoongAng Daily,https://koreajoongangdaily.joins.com,KOEN,Daily newspaper,Independent,Website,,no,4,4,4,4,3,4,3,3.7,"English-language domestic coverage of politics, business, North Korea, economy, society, and regional affairs.",
Asia,South Korea,General,Newstapa,https://newstapa.org,KO,Investigative nonprofit,Independent,Website,,no,5,5,4,5,5,4,5,4.6,"Korea Center for Investigative Journalism produces high-value investigations on corruption, security, state power, finance, environment, public contracts, and accountability.",
Asia,South Korea,General,SisaIN,https://www.sisain.co.kr,KO,Independent news magazine,Independent,Website,,no,5,4,4,5,4,4,5,4.4,"Independent weekly with politics, investigations, public policy, society, security, economy, and government accountability reporting.",
Asia,South Korea,General,SNU FactCheck,https://factcheck.snu.ac.kr,KO,Academic fact-checking platform,Academic,Website,,yes,5,5,4,5,5,5,4,4.7,"Seoul National Universityñhosted platform coordinating Korean media fact checks, political verification, public data review, media literacy, and misinformation analysis.",
Asia,South Korea,General,AFP Fact Check Korea,https://factcheck.afp.com,KO,Fact-checking service,Independent external,Website,,no,5,4,4,5,5,5,3,4.4,"Korean-language verification of political claims, misinformation, manipulated media, public health, science, and viral content.",
Asia,South Korea,Security,Asan Institute for Policy Studies,https://en.asaninst.org,KOEN,Security and policy think tank,Independent,Website,,no,5,5,3,5,5,5,5,4.7,"High-quality research on North Korea, China, US alliance, defense, public opinion, regional security, Indo-Pacific strategy, and South Korean foreign policy.",
Asia,South Korea,Security,Institute for National Security Strategy INSS,https://www.inss.re.kr,KOEN,Security research institute,State-affiliated,Website,,yes,5,5,3,5,5,4,5,4.6,"Research and official-adjacent analysis on North Korea, intelligence, security, nuclear, military, reunification, and Korean Peninsula affairs.",
Asia,South Korea,Security,Ministry of National Defense Republic of Korea,https://www.mnd.go.kr,KOEN,Official defense ministry,State official,Website,,yes,5,5,4,5,5,4,2,4.3,"Primary defense white papers, North Korea assessments, procurement, force structure, alliance, military operations, and official security data.",
Asia,South Korea,Security,National Intelligence Service NIS,https://www.nis.go.kr,KO,Foreign and domestic intelligence service,State official,Website,,no,3,5,3,4,3,3,5,3.7,"Official intelligence and national-security information; public details are limited, but statements are valuable for state threat framing and attribution claims.",
Asia,South Korea,Economic,Bank of Korea,https://www.bok.or.kr,KOEN,Central bank,State official,Website,,yes,5,5,4,5,5,5,3,4.6,"Primary monetary, banking, exchange, financial stability, payments, macroeconomic, and financial-sector data.",
Asia,South Korea,Economic,Statistics Korea KOSTAT,https://kostat.go.kr,KOEN,National statistics agency,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Authoritative population, labor, prices, trade, household, production, social, demographic, and national-account data.",
Asia,South Korea,Economic,Public Data Portal Korea,https://www.data.go.kr,KOEN,National open-data portal,State official,Website,,yes,5,5,4,5,5,5,1,4.1,"Highly usable government data catalog, APIs, administrative records, public-service data, geospatial data, and statistical information.",
Asia,South Korea,Economic,DART Financial Supervisory Service,https://dart.fss.or.kr,KOEN,Company disclosure database,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Primary listed-company financial filings, ownership, material disclosures, corporate actions, governance, and securities information.",
Asia,South Korea,Political,KONEPS,https://www.g2b.go.kr,KOEN,National procurement database,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Primary centralized electronic procurement, tender, award, supplier, contract, public purchasing, and government contracting system.",
Asia,South Korea,Political,National Assembly Republic of Korea,https://www.assembly.go.kr,KOEN,National legislature,State official,Website,,yes,5,5,4,5,5,5,1,4.3,"Official bills, votes, debates, committees, members, legislative data, hearings, and parliamentary records.",
Asia,South Korea,Political,National Election Commission,https://www.nec.go.kr,KOEN,Electoral authority,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Primary voter, candidates, parties, election result, campaign finance, referendum, electoral calendar, and administration.",
Asia,South Korea,Political,Korean Law Information Center,https://www.law.go.kr,KOEN,Official legal repository,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Authoritative laws, regulations, court decisions, administrative rules, official legal material, and consolidated legislation.",
Asia,South Korea,Political,Board of Audit and Inspection BAI,https://www.bai.go.kr,KOEN,National audit institution,State official,Website,,yes,5,5,3,5,5,5,4,4.6,"High-quality public audit, procurement, ministries, state entities, public expenditure, misconduct, and accountability reporting.",
Asia,South Korea,Political,Transparency International Korea,https://ti.or.kr,KOEN,Anti-corruption watchdog,Independent,Website,,yes,5,5,3,5,5,4,4,4.4,"Independent integrity, corruption, public procurement, political finance, public accountability, and transparency research.",
Asia,South Korea,Societal,Korea Society Opinion Institute KSOI,https://ksoi.org,KO,Pollster,Independent,Website,,yes,4,4,4,4,4,3,3,3.7,"National public-opinion research organization; review sponsor, sample, mode, fieldwork, and question design per poll.",
Asia,South Korea,Social media,Newstapa X,https://x.com/newstapa,KO,Investigative-news account,Independent,Social media,X,no,5,3,5,5,3,5,3,4.1,"Rapid investigations, public documents, political accountability, financial, security, and governance alerts; cite full reports.",
Asia,Taiwan,General,The Reporter,https://www.twreporter.org,ZHEN,Investigative nonprofit,Independent,Website,,no,5,5,4,5,5,5,5,4.9,"Leading nonprofit investigative newsroom with deep reporting on China influence, politics, security, environment, labor, public policy, health, rights, and society.",
